# Op -75.381092 4.492298 2495
# Pp -75.38788 4.487717 2712
# A 4.466944 4.500833 -75.37 -75.40472
# cenith[rad] azimuth[rad] distance[km]
9.260930724867870445e-02 2.585936810097720917e-01 3.572354028618556754e+02
9.260930724867870445e-02 2.699917495942247836e-01 3.608931650932774460e+02
9.260930724867870445e-02 2.813898181786775865e-01 3.609056198821668886e+02
9.260930724867870445e-02 2.927878867631303339e-01 3.463354809086569048e+02
9.260930724867870445e-02 3.041859553475831368e-01 3.463473357102516843e+02
9.260930724867870445e-02 3.155840239320358842e-01 3.572967867173996979e+02
9.260930724867870445e-02 3.269820925164886316e-01 3.573088753647950284e+02
9.260930724867870445e-02 3.383801611009413790e-01 3.536747580420851591e+02
9.260930724867870445e-02 3.497782296853941819e-01 3.536865561952956227e+02
9.260930724867870445e-02 3.611762982698469293e-01 3.391127708813643267e+02
9.260930724867870445e-02 3.725743668542997322e-01 3.391239164846261360e+02
9.260930724867870445e-02 3.839724354387524796e-01 3.172552842479050810e+02
8.192361795075424336e-02 -1.745329251994329478e-01 0.000000000000000000e+00
8.192361795075424336e-02 -1.631348566149801727e-01 0.000000000000000000e+00
8.192361795075424336e-02 -1.517367880305274253e-01 0.000000000000000000e+00
8.192361795075424336e-02 -1.403387194460746501e-01 0.000000000000000000e+00
8.192361795075424336e-02 -1.289406508616219027e-01 0.000000000000000000e+00
8.192361795075424336e-02 -1.175425822771691275e-01 0.000000000000000000e+00
8.192361795075424336e-02 -1.061445136927163663e-01 0.000000000000000000e+00
8.192361795075424336e-02 -9.474644510826360500e-02 0.000000000000000000e+00
8.192361795075424336e-02 -8.334837652381084372e-02 0.000000000000000000e+00
8.192361795075424336e-02 -7.195030793935808244e-02 0.000000000000000000e+00
8.192361795075424336e-02 -6.055223935490532117e-02 0.000000000000000000e+00
8.192361795075424336e-02 -4.915417077045255989e-02 0.000000000000000000e+00
8.192361795075424336e-02 -3.775610218599978474e-02 3.642027455824159876e+00
8.192361795075424336e-02 -2.635803360154704081e-02 1.456856982112948451e+01
8.192361795075424336e-02 -1.495996501709426219e-02 4.006484994706316627e+01
8.192361795075424336e-02 -3.561896432641516088e-03 6.192040629094416460e+01
8.192361795075424336e-02 7.836172151811260367e-03 9.834738552713288584e+01
8.192361795075424336e-02 1.923424073626403899e-02 1.493472482932256753e+02
8.192361795075424336e-02 3.063230932071678292e-02 1.821368377242893075e+02
8.192361795075424336e-02 4.203037790516955807e-02 2.149286512152363287e+02
8.192361795075424336e-02 5.342844648962230547e-02 2.355794458100133113e+02
8.192361795075424336e-02 6.482651507407508062e-02 2.623035233563762176e+02
8.192361795075424336e-02 7.622458365852782802e-02 2.732421460550381198e+02
8.192361795075424336e-02 8.762265224298060318e-02 2.841815649104364070e+02
8.192361795075424336e-02 9.902072082743337833e-02 3.024087375510298443e+02
8.192361795075424336e-02 1.104187894118861674e-01 3.060627866325821742e+02
8.192361795075424336e-02 1.218168579963388731e-01 3.133608601926784445e+02
8.192361795075424336e-02 1.332149265807916483e-01 3.206594835030455215e+02
8.192361795075424336e-02 1.446129951652444234e-01 3.279586339146869705e+02
8.192361795075424336e-02 1.560110637496971986e-01 3.389024329775568276e+02
8.192361795075424336e-02 1.674091323341499182e-01 3.462027768616599701e+02
8.192361795075424336e-02 1.788072009186026934e-01 3.535036436240125113e+02
8.192361795075424336e-02 1.902052695030554685e-01 3.571605294085787818e+02
8.192361795075424336e-02 2.016033380875082437e-01 3.571730446967990247e+02
8.192361795075424336e-02 2.130014066719610188e-01 3.571855540065111541e+02
8.192361795075424336e-02 2.243994752564137385e-01 3.535531700479893402e+02
8.192361795075424336e-02 2.357975438408665136e-01 3.535655199436442331e+02
8.192361795075424336e-02 2.471956124253192888e-01 3.572229790522804365e+02
8.192361795075424336e-02 2.585936810097720917e-01 3.645259211808144073e+02
8.192361795075424336e-02 2.699917495942247836e-01 3.718293242823434639e+02
8.192361795075424336e-02 2.813898181786775865e-01 3.718421616913183243e+02
8.192361795075424336e-02 2.927878867631303339e-01 3.755005794041841796e+02
8.192361795075424336e-02 3.041859553475831368e-01 3.755134273515556629e+02
8.192361795075424336e-02 3.155840239320358842e-01 3.718803240958575884e+02
8.192361795075424336e-02 3.269820925164886316e-01 3.755389176178479715e+02
8.192361795075424336e-02 3.383801611009413790e-01 3.646131455255355149e+02
8.192361795075424336e-02 3.497782296853941819e-01 3.646253090080970765e+02
8.192361795075424336e-02 3.611762982698469293e-01 3.609910143652952570e+02
8.192361795075424336e-02 3.725743668542997322e-01 3.537098873378487269e+02
8.192361795075424336e-02 3.839724354387524796e-01 3.318417265327369705e+02
7.123792865282976838e-02 -1.745329251994329478e-01 0.000000000000000000e+00
7.123792865282976838e-02 -1.631348566149801727e-01 0.000000000000000000e+00
7.123792865282976838e-02 -1.517367880305274253e-01 0.000000000000000000e+00
7.123792865282976838e-02 -1.403387194460746501e-01 0.000000000000000000e+00
7.123792865282976838e-02 -1.289406508616219027e-01 0.000000000000000000e+00
7.123792865282976838e-02 -1.175425822771691275e-01 0.000000000000000000e+00
7.123792865282976838e-02 -1.061445136927163663e-01 0.000000000000000000e+00
7.123792865282976838e-02 -9.474644510826360500e-02 0.000000000000000000e+00
7.123792865282976838e-02 -8.334837652381084372e-02 0.000000000000000000e+00
7.123792865282976838e-02 -7.195030793935808244e-02 0.000000000000000000e+00
7.123792865282976838e-02 -6.055223935490532117e-02 4.855733992230547358e+00
7.123792865282976838e-02 -4.915417077045255989e-02 9.711768937190152329e+00
7.123792865282976838e-02 -3.775610218599978474e-02 2.913621934852391604e+01
7.123792865282976838e-02 -2.635803360154704081e-02 5.098999809167361263e+01
7.123792865282976838e-02 -1.495996501709426219e-02 8.012970546898580437e+01
7.123792865282976838e-02 -3.561896432641516088e-03 1.092713152795283804e+02
7.123792865282976838e-02 7.836172151811260367e-03 1.384148463347984830e+02
7.123792865282976838e-02 1.923424073626403899e-02 1.784881776934498987e+02
7.123792865282976838e-02 3.063230932071678292e-02 2.112787350231480730e+02
7.123792865282976838e-02 4.203037790516955807e-02 2.550001075763763083e+02
7.123792865282976838e-02 5.342844648962230547e-02 2.768665842313012604e+02
7.123792865282976838e-02 6.482651507407508062e-02 2.865909032165237704e+02
7.123792865282976838e-02 7.622458365852782802e-02 3.023879964011073866e+02
7.123792865282976838e-02 8.762265224298060318e-02 3.169717695642037256e+02
7.123792865282976838e-02 9.902072082743337833e-02 3.242696266331192305e+02
7.123792865282976838e-02 1.104187894118861674e-01 3.352116462990316563e+02
7.123792865282976838e-02 1.218168579963388731e-01 3.461544646721434333e+02
7.123792865282976838e-02 1.332149265807916483e-01 3.498103584624145128e+02
7.123792865282976838e-02 1.446129951652444234e-01 3.534665377047104471e+02
7.123792865282976838e-02 1.560110637496971986e-01 3.607671120988330244e+02
7.123792865282976838e-02 1.674091323341499182e-01 3.644239730645675763e+02
7.123792865282976838e-02 1.788072009186026934e-01 3.680811023886193425e+02
7.123792865282976838e-02 1.902052695030554685e-01 3.717385046969531572e+02
7.123792865282976838e-02 2.016033380875082437e-01 3.790407825750751840e+02
7.123792865282976838e-02 2.130014066719610188e-01 3.863435648700116758e+02
7.123792865282976838e-02 2.243994752564137385e-01 3.863570817116031435e+02
7.123792865282976838e-02 2.357975438408665136e-01 3.900155801445487782e+02
7.123792865282976838e-02 2.471956124253192888e-01 3.863840446487983513e+02
7.123792865282976838e-02 2.585936810097720917e-01 3.827522201450560715e+02
7.123792865282976838e-02 2.699917495942247836e-01 3.815503556835583368e+02
7.123792865282976838e-02 2.813898181786775865e-01 3.900697263792532112e+02
7.123792865282976838e-02 2.927878867631303339e-01 4.010200496961738850e+02
7.123792865282976838e-02 3.041859553475831368e-01 3.925269893017428444e+02
7.123792865282976838e-02 3.155840239320358842e-01 3.864638667213284862e+02
7.123792865282976838e-02 3.269820925164886316e-01 3.901229490510036726e+02
7.123792865282976838e-02 3.383801611009413790e-01 3.828437966414336984e+02
7.123792865282976838e-02 3.497782296853941819e-01 3.865028285577124052e+02
7.123792865282976838e-02 3.611762982698469293e-01 3.865156348964072208e+02
7.123792865282976838e-02 3.725743668542997322e-01 3.634338683116231437e+02
7.123792865282976838e-02 3.839724354387524796e-01 3.537214119834293911e+02
6.055223935490530729e-02 -1.745329251994329478e-01 0.000000000000000000e+00
6.055223935490530729e-02 -1.631348566149801727e-01 0.000000000000000000e+00
6.055223935490530729e-02 -1.517367880305274253e-01 0.000000000000000000e+00
6.055223935490530729e-02 -1.403387194460746501e-01 0.000000000000000000e+00
6.055223935490530729e-02 -1.289406508616219027e-01 0.000000000000000000e+00
6.055223935490530729e-02 -1.175425822771691275e-01 0.000000000000000000e+00
6.055223935490530729e-02 -1.061445136927163663e-01 0.000000000000000000e+00
6.055223935490530729e-02 -9.474644510826360500e-02 0.000000000000000000e+00
6.055223935490530729e-02 -8.334837652381084372e-02 2.427719403232614148e+00
6.055223935490530729e-02 -7.195030793935808244e-02 7.283377773135784494e+00
6.055223935490530729e-02 -6.055223935490532117e-02 2.913440370677102464e+01
6.055223935490530729e-02 -4.915417077045255989e-02 4.977281468584561708e+01
6.055223935490530729e-02 -3.775610218599978474e-02 8.376663195016429597e+01
6.055223935490530729e-02 -2.635803360154704081e-02 1.056221448999517918e+02
6.055223935490530729e-02 -1.495996501709426219e-02 1.517608183597066045e+02
6.055223935490530729e-02 -3.561896432641516088e-03 1.784764924658325924e+02
6.055223935490530729e-02 7.836172151811260367e-03 2.003372910316958553e+02
6.055223935490530729e-02 1.923424073626403899e-02 2.294848125820958273e+02
6.055223935490530729e-02 3.063230932071678292e-02 2.367778986931983525e+02
6.055223935490530729e-02 4.203037790516955807e-02 2.622858300489501175e+02
6.055223935490530729e-02 5.342844648962230547e-02 2.877955357737401414e+02
6.055223935490530729e-02 6.482651507407508062e-02 3.023777012955171131e+02
6.055223935490530729e-02 7.622458365852782802e-02 3.133176902805773807e+02
6.055223935490530729e-02 8.762265224298060318e-02 3.206151259666667670e+02
6.055223935490530729e-02 9.902072082743337833e-02 3.352000720077215874e+02
6.055223935490530729e-02 1.104187894118861674e-01 3.461424693498222496e+02
6.055223935490530729e-02 1.218168579963388731e-01 3.534419330036290603e+02
6.055223935490530729e-02 1.332149265807916483e-01 3.643858021809313641e+02
6.055223935490530729e-02 1.446129951652444234e-01 3.753304658274831809e+02
6.055223935490530729e-02 1.560110637496971986e-01 3.862759199117344906e+02
6.055223935490530729e-02 1.674091323341499182e-01 3.899336732881189391e+02
6.055223935490530729e-02 1.788072009186026934e-01 3.935916959298108964e+02
6.055223935490530729e-02 1.902052695030554685e-01 3.936054826600766887e+02
6.055223935490530729e-02 2.016033380875082437e-01 3.972638954425708562e+02
6.055223935490530729e-02 2.130014066719610188e-01 3.972778088733257391e+02
6.055223935490530729e-02 2.243994752564137385e-01 4.033665116412583416e+02
6.055223935490530729e-02 2.357975438408665136e-01 4.118856248604250254e+02
6.055223935490530729e-02 2.471956124253192888e-01 4.155451164107635122e+02
6.055223935490530729e-02 2.585936810097720917e-01 4.119143054523024148e+02
6.055223935490530729e-02 2.699917495942247836e-01 4.119285788257679428e+02
6.055223935490530729e-02 2.813898181786775865e-01 4.155883086488830145e+02
6.055223935490530729e-02 2.927878867631303339e-01 4.156025904542527201e+02
6.055223935490530729e-02 3.041859553475831368e-01 4.156168163215817799e+02
6.055223935490530729e-02 3.155840239320358842e-01 4.156309615927494860e+02
6.055223935490530729e-02 3.269820925164886316e-01 4.156450245073517067e+02
6.055223935490530729e-02 3.383801611009413790e-01 4.120128688575799742e+02
6.055223935490530729e-02 3.497782296853941819e-01 4.108111996972003794e+02
6.055223935490530729e-02 3.611762982698469293e-01 4.083938933150858475e+02
6.055223935490530729e-02 3.725743668542997322e-01 4.011143272804196727e+02
6.055223935490530729e-02 3.839724354387524796e-01 3.780321766276436506e+02
4.986655005698085313e-02 -1.745329251994329478e-01 0.000000000000000000e+00
4.986655005698085313e-02 -1.631348566149801727e-01 0.000000000000000000e+00
4.986655005698085313e-02 -1.517367880305274253e-01 0.000000000000000000e+00
4.986655005698085313e-02 -1.403387194460746501e-01 0.000000000000000000e+00
4.986655005698085313e-02 -1.289406508616219027e-01 0.000000000000000000e+00
4.986655005698085313e-02 -1.175425822771691275e-01 0.000000000000000000e+00
4.986655005698085313e-02 -1.061445136927163663e-01 0.000000000000000000e+00
4.986655005698085313e-02 -9.474644510826360500e-02 3.641470928170418730e+00
4.986655005698085313e-02 -8.334837652381084372e-02 1.820789707653150913e+01
4.986655005698085313e-02 -7.195030793935808244e-02 3.277520392427389595e+01
4.986655005698085313e-02 -6.055223935490532117e-02 5.705487700708296472e+01
4.986655005698085313e-02 -4.915417077045255989e-02 8.012209589207613192e+01
4.986655005698085313e-02 -3.775610218599978474e-02 1.092608259593612416e+02
4.986655005698085313e-02 -2.635803360154704081e-02 1.384014291373050014e+02
4.986655005698085313e-02 -1.495996501709426219e-02 1.736143735734348468e+02
4.986655005698085313e-02 -3.561896432641516088e-03 2.076155176354543528e+02
4.986655005698085313e-02 7.836172151811260367e-03 2.294772712669018517e+02
4.986655005698085313e-02 1.923424073626403899e-02 2.476979036357009250e+02
4.986655005698085313e-02 3.063230932071678292e-02 2.549915938544663447e+02
4.986655005698085313e-02 4.203037790516955807e-02 2.805001338747180739e+02
4.986655005698085313e-02 5.342844648962230547e-02 2.914385200595669971e+02
4.986655005698085313e-02 6.482651507407508062e-02 3.169501315133402386e+02
4.986655005698085313e-02 7.622458365852782802e-02 3.206041536775829286e+02
4.986655005698085313e-02 8.762265224298060318e-02 3.266873869712108558e+02
4.986655005698085313e-02 9.902072082743337833e-02 3.497740000380031802e+02
4.986655005698085313e-02 1.104187894118861674e-01 3.534296851863546749e+02
4.986655005698085313e-02 1.218168579963388731e-01 3.570856672613583100e+02
4.986655005698085313e-02 1.332149265807916483e-01 3.680296633839476499e+02
4.986655005698085313e-02 1.446129951652444234e-01 3.789744540578942633e+02
4.986655005698085313e-02 1.560110637496971986e-01 3.862759199117344906e+02
4.986655005698085313e-02 1.674091323341499182e-01 3.972221595972015393e+02
4.986655005698085313e-02 1.788072009186026934e-01 4.081691792393519336e+02
4.986655005698085313e-02 1.902052695030554685e-01 4.154724736866261878e+02
4.986655005698085313e-02 2.016033380875082437e-01 4.191316525151995620e+02
4.986655005698085313e-02 2.130014066719610188e-01 4.300805870330898415e+02
4.986655005698085313e-02 2.243994752564137385e-01 4.337405082014288382e+02
4.986655005698085313e-02 2.357975438408665136e-01 4.301106556468972144e+02
4.986655005698085313e-02 2.471956124253192888e-01 4.301256467202680938e+02
4.986655005698085313e-02 2.585936810097720917e-01 4.337858676470875139e+02
4.986655005698085313e-02 2.699917495942247836e-01 4.374462876798098137e+02
4.986655005698085313e-02 2.813898181786775865e-01 4.411068983270577064e+02
4.986655005698085313e-02 2.927878867631303339e-01 4.447676969331906776e+02
4.986655005698085313e-02 3.041859553475831368e-01 4.411371560987993803e+02
4.986655005698085313e-02 3.155840239320358842e-01 4.411521697387231029e+02
4.986655005698085313e-02 3.269820925164886316e-01 4.338750721855051893e+02
4.986655005698085313e-02 3.383801611009413790e-01 4.229512662122078268e+02
4.986655005698085313e-02 3.497782296853941819e-01 4.193191247710967673e+02
4.986655005698085313e-02 3.611762982698469293e-01 4.083938933150858475e+02
4.986655005698085313e-02 3.725743668542997322e-01 4.011143272804196727e+02
4.986655005698085313e-02 3.839724354387524796e-01 3.901875595408562276e+02
3.918086075905639898e-02 -1.745329251994329478e-01 0.000000000000000000e+00
3.918086075905639898e-02 -1.631348566149801727e-01 0.000000000000000000e+00
3.918086075905639898e-02 -1.517367880305274253e-01 0.000000000000000000e+00
3.918086075905639898e-02 -1.403387194460746501e-01 0.000000000000000000e+00
3.918086075905639898e-02 -1.289406508616219027e-01 0.000000000000000000e+00
3.918086075905639898e-02 -1.175425822771691275e-01 0.000000000000000000e+00
3.918086075905639898e-02 -1.061445136927163663e-01 2.427576213917248538e+00
3.918086075905639898e-02 -9.474644510826360500e-02 1.820735705618285039e+01
3.918086075905639898e-02 -8.334837652381084372e-02 4.005737821119519282e+01
3.918086075905639898e-02 -7.195030793935808244e-02 6.190872609247640668e+01
3.918086075905639898e-02 -6.055223935490532117e-02 9.468682800282371659e+01
3.918086075905639898e-02 -4.915417077045255989e-02 1.238250679912762990e+02
3.918086075905639898e-02 -3.775610218599978474e-02 1.638912529949972452e+02
3.918086075905639898e-02 -2.635803360154704081e-02 1.784650154883287314e+02
3.918086075905639898e-02 -1.495996501709426219e-02 1.991102004767792835e+02
3.918086075905639898e-02 -3.561896432641516088e-03 2.112578967450741914e+02
3.918086075905639898e-02 7.836172151811260367e-03 2.404047675473689196e+02
3.918086075905639898e-02 1.923424073626403899e-02 2.731962345037227351e+02
3.918086075905639898e-02 3.063230932071678292e-02 2.877762494814623437e+02
3.918086075905639898e-02 4.203037790516955807e-02 2.987144414686379150e+02
3.918086075905639898e-02 5.342844648962230547e-02 3.230110466082813900e+02
3.918086075905639898e-02 6.482651507407508062e-02 3.412375130399487375e+02
3.918086075905639898e-02 7.622458365852782802e-02 3.521788268170469109e+02
3.918086075905639898e-02 8.762265224298060318e-02 3.606920505005761015e+02
3.918086075905639898e-02 9.902072082743337833e-02 3.716348939361579937e+02
3.918086075905639898e-02 1.104187894118861674e-01 3.789349426742492142e+02
3.918086075905639898e-02 1.218168579963388731e-01 3.935230131975796439e+02
3.918086075905639898e-02 1.332149265807916483e-01 3.971805540930251368e+02
3.918086075905639898e-02 1.446129951652444234e-01 4.008383847048552866e+02
3.918086075905639898e-02 1.560110637496971986e-01 4.044964987093966329e+02
3.918086075905639898e-02 1.674091323341499182e-01 4.081548895034592306e+02
3.918086075905639898e-02 1.788072009186026934e-01 4.118135502127972245e+02
3.918086075905639898e-02 1.902052695030554685e-01 4.227614711577345474e+02
3.918086075905639898e-02 2.016033380875082437e-01 4.337101583722459850e+02
3.918086075905639898e-02 2.130014066719610188e-01 4.446596037480342147e+02
3.918086075905639898e-02 2.243994752564137385e-01 4.592546802923336031e+02
3.918086075905639898e-02 2.357975438408665136e-01 4.665607326406094444e+02
3.918086075905639898e-02 2.471956124253192888e-01 4.702221234599472268e+02
3.918086075905639898e-02 2.585936810097720917e-01 4.702384693547028292e+02
3.918086075905639898e-02 2.699917495942247836e-01 4.666093807837136751e+02
3.918086075905639898e-02 2.813898181786775865e-01 4.702709981337780505e+02
3.918086075905639898e-02 2.927878867631303339e-01 4.739327931027791010e+02
3.918086075905639898e-02 3.041859553475831368e-01 4.630117205657699628e+02
3.918086075905639898e-02 3.155840239320358842e-01 4.557357070670440748e+02
3.918086075905639898e-02 3.269820925164886316e-01 4.557511324904916705e+02
3.918086075905639898e-02 3.383801611009413790e-01 4.484741961353817032e+02
3.918086075905639898e-02 3.497782296853941819e-01 4.448429170148570506e+02
3.918086075905639898e-02 3.611762982698469293e-01 4.412112839396334039e+02
3.918086075905639898e-02 3.725743668542997322e-01 4.254243034771413363e+02
3.918086075905639898e-02 3.839724354387524796e-01 4.157138653443052476e+02
2.849517146113187890e-02 -1.745329251994329478e-01 0.000000000000000000e+00
2.849517146113187890e-02 -1.631348566149801727e-01 0.000000000000000000e+00
2.849517146113187890e-02 -1.517367880305274253e-01 0.000000000000000000e+00
2.849517146113187890e-02 -1.403387194460746501e-01 0.000000000000000000e+00
2.849517146113187890e-02 -1.289406508616219027e-01 0.000000000000000000e+00
2.849517146113187890e-02 -1.175425822771691275e-01 7.282518854005282094e+00
2.849517146113187890e-02 -1.061445136927163663e-01 1.820682235468309074e+01
2.849517146113187890e-02 -9.474644510826360500e-02 3.641471320681307589e+01
2.849517146113187890e-02 -8.334837652381084372e-02 5.826527601458082017e+01
2.849517146113187890e-02 -7.195030793935808244e-02 8.375886351327143586e+01
2.849517146113187890e-02 -6.055223935490532117e-02 1.311048558537167139e+02
2.849517146113187890e-02 -4.915417077045255989e-02 1.784538017590161019e+02
2.849517146113187890e-02 -3.775610218599978474e-02 2.100236500503046670e+02
2.849517146113187890e-02 -2.635803360154704081e-02 2.221707732154213772e+02
2.849517146113187890e-02 -1.495996501709426219e-02 2.246060359799118658e+02
2.849517146113187890e-02 -3.561896432641516088e-03 2.331121727290116326e+02
2.849517146113187890e-02 7.836172151811260367e-03 2.586172601130275552e+02
2.849517146113187890e-02 1.923424073626403899e-02 2.865525005830058376e+02
2.849517146113187890e-02 3.063230932071678292e-02 3.169181576515606480e+02
2.849517146113187890e-02 4.203037790516955807e-02 3.387859031019740996e+02
2.849517146113187890e-02 5.342844648962230547e-02 3.460832605285245336e+02
2.849517146113187890e-02 6.482651507407508062e-02 3.594530321282030627e+02
2.849517146113187890e-02 7.622458365852782802e-02 3.716093772639936788e+02
2.849517146113187890e-02 8.762265224298060318e-02 3.716221020257241321e+02
2.849517146113187890e-02 9.902072082743337833e-02 3.825653282570208376e+02
2.849517146113187890e-02 1.104187894118861674e-01 3.898657613018820030e+02
2.849517146113187890e-02 1.218168579963388731e-01 4.008104762819530720e+02
2.849517146113187890e-02 1.332149265807916483e-01 4.117559941170486013e+02
2.849517146113187890e-02 1.446129951652444234e-01 4.190583285624945802e+02
2.849517146113187890e-02 1.560110637496971986e-01 4.300053115270050625e+02
2.849517146113187890e-02 1.674091323341499182e-01 4.373088385170740366e+02
2.849517146113187890e-02 1.788072009186026934e-01 4.409685201025070000e+02
2.849517146113187890e-02 1.902052695030554685e-01 4.446284649570528700e+02
2.849517146113187890e-02 2.016033380875082437e-01 4.482886651430850975e+02
2.849517146113187890e-02 2.130014066719610188e-01 4.519491124439785494e+02
2.849517146113187890e-02 2.243994752564137385e-01 4.592546802923336031e+02
2.849517146113187890e-02 2.357975438408665136e-01 4.702057419053608101e+02
2.849517146113187890e-02 2.471956124253192888e-01 4.848026688044246271e+02
2.849517146113187890e-02 2.585936810097720917e-01 4.884647844484285883e+02
2.849517146113187890e-02 2.699917495942247836e-01 4.848363140713204871e+02
2.849517146113187890e-02 2.813898181786775865e-01 4.884985606080136336e+02
2.849517146113187890e-02 2.927878867631303339e-01 4.885153541235588932e+02
2.849517146113187890e-02 3.041859553475831368e-01 4.885320748666939608e+02
2.849517146113187890e-02 3.155840239320358842e-01 4.849028181655785374e+02
2.849517146113187890e-02 3.269820925164886316e-01 4.812732178917913188e+02
2.849517146113187890e-02 3.383801611009413790e-01 4.667048694124548547e+02
2.849517146113187890e-02 3.497782296853941819e-01 4.557816858021325856e+02
2.849517146113187890e-02 3.611762982698469293e-01 4.485040379014057521e+02
2.849517146113187890e-02 3.725743668542997322e-01 4.375792921394270252e+02
2.849517146113187890e-02 3.839724354387524796e-01 4.290847848113006648e+02
1.780948216320742475e-02 -1.745329251994329478e-01 0.000000000000000000e+00
1.780948216320742475e-02 -1.631348566149801727e-01 0.000000000000000000e+00
1.780948216320742475e-02 -1.517367880305274253e-01 0.000000000000000000e+00
1.780948216320742475e-02 -1.403387194460746501e-01 2.427369699530178782e+00
1.780948216320742475e-02 -1.289406508616219027e-01 1.092346854201670681e+01
1.780948216320742475e-02 -1.175425822771691275e-01 2.427506422899108074e+01
1.780948216320742475e-02 -1.061445136927163663e-01 5.462049377096803937e+01
1.780948216320742475e-02 -9.474644510826360500e-02 1.019612775724912552e+02
1.780948216320742475e-02 -8.334837652381084372e-02 1.590158050957987541e+02
1.780948216320742475e-02 -7.195030793935808244e-02 1.917958275521144458e+02
1.780948216320742475e-02 -6.055223935490532117e-02 2.148664375898800358e+02
1.780948216320742475e-02 -4.915417077045255989e-02 2.549341511565409633e+02
1.780948216320742475e-02 -3.775610218599978474e-02 2.816503442075896260e+02
1.780948216320742475e-02 -2.635803360154704081e-02 3.083683256387831193e+02
1.780948216320742475e-02 -1.495996501709426219e-02 3.423726511146175540e+02
1.780948216320742475e-02 -3.561896432641516088e-03 3.423836804387289590e+02
1.780948216320742475e-02 7.836172151811260367e-03 3.606073241218188059e+02
1.780948216320742475e-02 1.923424073626403899e-02 3.679043799974168678e+02
1.780948216320742475e-02 3.063230932071678292e-02 3.788447650588348665e+02
1.780948216320742475e-02 4.203037790516955807e-02 3.861431104308021531e+02
1.780948216320742475e-02 5.342844648962230547e-02 3.934420459646412382e+02
1.780948216320742475e-02 6.482651507407508062e-02 4.043846830532745003e+02
1.780948216320742475e-02 7.622458365852782802e-02 4.116849161291120254e+02
1.780948216320742475e-02 8.762265224298060318e-02 4.189857283797184095e+02
1.780948216320742475e-02 9.902072082743337833e-02 4.262870950539719956e+02
1.780948216320742475e-02 1.104187894118861674e-01 4.226582193974209076e+02
1.780948216320742475e-02 1.218168579963388731e-01 4.226728731024199419e+02
1.780948216320742475e-02 1.332149265807916483e-01 4.190437177940240190e+02
1.780948216320742475e-02 1.446129951652444234e-01 4.190583285624945802e+02
1.780948216320742475e-02 1.560110637496971986e-01 4.300053115270050625e+02
1.780948216320742475e-02 1.674091323341499182e-01 4.409530824093403680e+02
1.780948216320742475e-02 1.788072009186026934e-01 4.519016347754437106e+02
1.780948216320742475e-02 1.902052695030554685e-01 4.664954608376197029e+02
1.780948216320742475e-02 2.016033380875082437e-01 4.701564270122011067e+02
1.780948216320742475e-02 2.130014066719610188e-01 4.701728851711069410e+02
1.780948216320742475e-02 2.243994752564137385e-01 4.738342084247671551e+02
1.780948216320742475e-02 2.357975438408665136e-01 4.774957605985351279e+02
1.780948216320742475e-02 2.471956124253192888e-01 4.848026688044246271e+02
1.780948216320742475e-02 2.585936810097720917e-01 4.957553108588242026e+02
1.780948216320742475e-02 2.699917495942247836e-01 5.103540404644448927e+02
1.780948216320742475e-02 2.813898181786775865e-01 5.176626830050032595e+02
1.780948216320742475e-02 2.927878867631303339e-01 5.140348378530668469e+02
1.780948216320742475e-02 3.041859553475831368e-01 5.031151355570905253e+02
1.780948216320742475e-02 3.155840239320358842e-01 4.958404856294725960e+02
1.780948216320742475e-02 3.269820925164886316e-01 4.922112552063138082e+02
1.780948216320742475e-02 3.383801611009413790e-01 4.849355438530552078e+02
1.780948216320742475e-02 3.497782296853941819e-01 4.813054812305685459e+02
1.780948216320742475e-02 3.611762982698469293e-01 4.740286723851345414e+02
1.780948216320742475e-02 3.725743668542997322e-01 4.740442500581227705e+02
1.780948216320742475e-02 3.839724354387524796e-01 4.594732359423240382e+02
7.123792865282969726e-03 -1.745329251994329478e-01 0.000000000000000000e+00
7.123792865282969726e-03 -1.631348566149801727e-01 0.000000000000000000e+00
7.123792865282969726e-03 -1.517367880305274253e-01 3.640954817479496342e+00
7.123792865282969726e-03 -1.403387194460746501e-01 3.276951896550531274e+01
7.123792865282969726e-03 -1.289406508616219027e-01 7.039576124516003119e+01
7.123792865282969726e-03 -1.175425822771691275e-01 1.347267649639889555e+02
7.123792865282969726e-03 -1.061445136927163663e-01 1.747856922459928057e+02
7.123792865282969726e-03 -9.474644510826360500e-02 2.439788260845884338e+02
7.123792865282969726e-03 -8.334837652381084372e-02 2.694771639856544994e+02
7.123792865282969726e-03 -7.195030793935808244e-02 3.204690280495689763e+02
7.123792865282969726e-03 -6.055223935490532117e-02 3.568968537797967429e+02
7.123792865282969726e-03 -4.915417077045255989e-02 3.751174712907446747e+02
7.123792865282969726e-03 -3.775610218599978474e-02 3.848413046020815500e+02
7.123792865282969726e-03 -2.635803360154704081e-02 4.091344653442777712e+02
7.123792865282969726e-03 -1.495996501709426219e-02 4.479983468359517360e+02
7.123792865282969726e-03 -3.561896432641516088e-03 4.844366258668151204e+02
7.123792865282969726e-03 7.836172151811260367e-03 4.929515836337537849e+02
7.123792865282969726e-03 1.923424073626403899e-02 4.917535715454642968e+02
7.123792865282969726e-03 3.063230932071678292e-02 4.917698459013581100e+02
7.123792865282969726e-03 4.203037790516955807e-02 4.990719643139324830e+02
7.123792865282969726e-03 5.342844648962230547e-02 4.918027425963707628e+02
